"Manufacturer Name","Model Name","HardWare Number","FirmWare Number","Application Number","Approval Number","Version","Approval Class","Product Type","Expiry Date","PIN Support","PIN Key Management","SRED Key Management","Prompt Control","PIN Entry Technology","Functions Provided","Approved usage","Remote-managed HSM","Supports ISO Format 4 (AES) PIN Blocks","Interface Isolation","Not Marketed"
"Vanstone Electronic (Beijing) Co., Ltd.",V10," V1.01 (With black and white screen; Ethernet; MSR; ICCR; SAM)  V1.02 (With color screen; and without Ethernet; MSR; ICCR; SAM)  V1.03 (With black and white screen; and without Ethernet; MSR; ICCR; SAM) V1.00 (With color screen; Ethernet; MSR; ICCR; SAM)"," V1.1x (Without Ethernet; MSR; ICCR; SAM),V1.0x (With Ethernet; MSR; ICCR; SAM)",,4-90101,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Vanstone Electronic (Beijing) Co., Ltd.",V36-H,V1.0x,V1.0x,V1.00,4-90076,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,1
"Vanstone Electronic (Beijing) Co., Ltd.",V39,V1.00,V1.00,,4-90073,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,1
"Vanstone Electronic (Beijing) Co., Ltd.",V66,V1.x0,"V1.xxV1.xx: 31 Dec 2025",,4-90281,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Vanstone Electronic (Beijing) Co., Ltd.",V72,V1.0x,V1.0x,V1.00,4-90078,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Vanstone Electronic (Beijing) Co., Ltd.",V73," V174-710-xx V173-710-xx","V1.0xV1.0x: 31 Dec 2023",,4-90171,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Vanstone Electronic (Beijing) Co., Ltd.",VM30,V1.00,V1.xx,,4-90094,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone Systems (China) Inc.","PP1000SE v3",H180-0x1-E1-xxx-A1,"3A.x.x3A.x.x: 31 Dec 2025",,4-90242,6.x,PED,,"30 Apr 2031",Online,"TDES:MK/SK,DUKPT; AES:DUKPT","TDES:MK/SK,DUKPT; AES:DUKPT; FPE:No",Vendor-controlled,"Physical Keypad","Display,CTLS,SRED",,,Yes,,0
"Verifone Systems (China) Inc.",T650c,"H560-07-aa-0Nx-xxx-A1 (a=0-9; A to F)"," SP Core DLL: T650-A-D-1A.x.x, SP Core: T650-A-P-2A.x.x; T650-A-P-3A.x.x, SP Core: T650c-A-P-1A.x.x, SP Driver: T650c-A-S-1A.x.x,Android: 1A.x.x,Android: 1B.x.x",,4-30387,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone Systems (China) Inc.",T650m,"H562-07-aa-0Nx-xxx-A1 (a = 0-9; A-F)"," SP Core: T650-A-P-3A.x.x, SP Driver: T650m-A-S-1A.x.x,Android: 1A.x.xAndroid: 1A.x.x: 31 Dec 2023,SP Driver: T650m-A-S-1A.x.x: 31 Dec 2023,SP Core: T650-A-P-3A.x.x: 31 Dec 2023",,4-30441,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone Systems (China) Inc.",T650p,"H561-07-aa-0Nx-xxx-A1 (a=0-9; A to F)"," <br /> SP Core: T650p-A-P-1A.x.x, <br /> SP Driver: T650p-A-S-1A.x.x, <br />SP Core DLL: T650-A-D-1A.x.x, <br />SP Core: T650-A-P-2A.x.x; T650-A-P-3A.x.x,Android: 1A.x.x,Android: 1B.x.x",,4-30395,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone Systems (China) Inc.","T650p Petro",H565-07-xx-0Nx-xxx-A1," SP Core DLL: T650-A-D-1A.x.x, SP Core: T650-A-P-2A.x.x T650-A-P-3A.x.x, SP Driver: T650p-A-S-1A.x.x,Android: 2A.x.xAndroid: 2A.x.x: 31 Dec 2024,SP Driver: T650p-A-S-1A.x.x: 31 Dec 2024,SP Core: T650-A-P-2A.x.x, T650-A-P-3A.x.x: 31 Dec 2024,SP Core DLL: T650-A-D-1A.x.x: 31 Dec 2024",,4-30480,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone Systems (China) Inc.",T650t,"H560-07-aa-0Nx-xxx-A2 (a = 0-9; A-F)"," SP Core: T650-A-P-3A.x.x, SP Driver: T650t-A-S-1A.x.x,AP: 1A.x.xAP: 1A.x.x: 31 Dec 2023,SP Driver: T650t-A-S-1A.x.x: 31 Dec 2023,SP Core: T650-A-P-3A.x.x: 31 Dec 2023",,4-30442,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone Systems (China) Inc.",X950,M510-0xx-3x-xxx-5,V1.0.2.xxxxxxxx,,4-90047,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,1
"Verifone Systems (China) Inc.",X970,M551-104-xx-xxx-5,V1.0.1,,4-30296,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,1
"Verifone Systems (China) Inc.",X990," M550-10x-xx-xxx-6 Rev.C  M550-10x-xx-xxx-6 Rev.D M550-10x-xx-xxx-6 M550-10x-xx-xxx-6 Rev.D"," V3.1.0.xxxxxxxx, V3.1.1.xxxxxxxx,V3.0.0.xxxxxxxxV3.1.0.xxxxxxxx: 31 Dec 2026,V3.1.1.xxxxxxxx: 31 Dec 2025,V3.0.0.xxxxxxxx: 31 Dec 2023",,4-30429,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Verifone Systems (China) Inc.",X990," MH: M550-104-xx-xxx-5 Rev. A M550-104-xx-xxx-5 MH: M550-104-xx-xxx-5 Rev. B"," V2.0.0.xxxxxxxx,V2.1.0.xxxxxxxx,V2.2.0.xxxxxxxx",,4-30356,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone Systems (China) Inc.","X990 Mini",H552-07-xx-0Nx-xxx-A1,"FW: 1A.x.x AP OS: 1A.1.6(202303011200 INTL) SP Boot: H552-I-B-1A.0.2 SP Core: H552-I-P-1A.0.6,FW: 1A.x.x AP OS: 1A.x.x(xxxxxxxxxxxx xxxx) SP Boot: H552-I-B-1A.x.x SP Core: H552-I-P-1A.x.xFW: 1A.x.x, AP OS: 1A.1.6(202303011200 INTL), SP Boot: H552-I-B-1A.0.2, SP Core: H552-I-P-1A.0.6: 31 Dec 2025,FW: 1A.x.x, AP OS: 1A.x.x(xxxxxxxxxxxx xxxx), SP Boot: H552-I-B-1A.x.x, SP Core: H552-I-P-1A.x.x: 31 Dec 2025",,4-90270,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Verifone Systems (China) Inc.","X990 PINPad",H553-07-xx-1xx-xxx-A1,"V3.1.1.xxxxxxxxV3.1.1.xxxxxxxx: 31 Dec 2025",,4-90249,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Verifone Systems (China) Inc.","X990 Pro",H554-07-xx-0Nx-xxx-A1," AP OS: 1A.x.x(xxxxxxxxxxxx xxxx), SP Boot: H554-I-B-1A.x.x, SP Core: H554-I-P-1A.x.x,FW: 1A.x.xFW: 1A.x.x: 31 Dec 2026,AP OS: 1A.x.x(xxxxxxxxxxxx xxxx): 31 Dec 2026,SP Boot: H554-I-B-1A.x.x: 31 Dec 2026,SP Core: H554-I-P-1A.x.x: 31 Dec 2026",,4-40393,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Verifone Systems (China) Inc.","X990 UX"," H556-04-xx-0Nx-xxx-A0 H556-07-xx-0Nx-xxx-A0","V4.0.0.xxxxxxxxV4.0.0.xxxxxxxx: 31 Dec 2026",,4-40441,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Verifone, Inc.","Carbon Mobile 5, Carbon Mobile 5 with Printer"," H275-07-30-0Nx-x0-B0  H275-07-30-0Nx-x0-B1  H275-07-30-0Nx-x1-B0  H275-07-30-0Nx-x1-B1  H275-07-30-0Nx-x4-B0 (CM5W)  H275-07-30-0Nx-x4-B1 (CM5W)  H275-07-30-0Nx-x5-B0 (CM5PW)  H275-07-30-0Nx-x5-B1 (CM5PW)  H275-07-70-0Nx-x0-B1  H275-07-70-0Nx-x1-B0  H275-07-70-0Nx-x1-B1  H275-07-70-0Nx-x4-B0 (CM5)  H275-07-70-0Nx-x4-B1 (CM5)  H275-07-70-0Nx-x5-B0 (CM5P)  H275-07-70-0Nx-x5-B1 (CM5P) H275-07-70-0Nx-x0-B0"," Android: 1.1.x, Android: 1.2.x, Android: 2.0.x, Android: 2.1.x, App Manager: 14.x.x, App Manager: 15.x.x, App Manager: 16.x.x, App manager: 12.x.x, App manager: 13.x.x, SRED: 11.x.x.xxx, SRED: 12.x.x.xxx, SRED: 13.x.x.xxx, SRED: 14.x.x.xxx, SRED: 9.x.x.xxx, Vault: 10.x.x, Vault: 11.x.x, Vault: 12.x.x, Vault: 13.x.x, Vault: 8.x.x, Vault: 9.x.x,Android: 1.x.x,App Manager: 17.x.x",,4-30352,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone, Inc.",e135,H186-07-40-030-00-C0-xxx,VFI30.xxx-xx,,4-30424,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone, Inc.",e235,"H476-0007-00D0-xxx-xxx-B0 (e235-4G-1)"," AppM: 15.x.xx; 16.x.x, VFOP: 2.x.x; 3.x.x, VFOP: 4.x.x, VFSRED: 12.x.x; 13.x.x, VFSRED: 14.x.x, Vault: 13.x.x,AppM: 17.x.x,Vault: 11.x.x; 12.x.xAppM: 17.x.x: 31 Dec 2026,VFOP: 4.x.x: 31 Dec 2026,VFSRED: 14.x.x: 31 Dec 2026,Vault: 13.x.x: 31 Dec 2026,Vault: 11.x.x; 12.x.x: 31 Dec 2025,AppM: 15.x.xx; 16.x.x: 31 Dec 2025, VFOP: 2.x.x; 3.x.x: 31 Dec 2025, VFSRED: 12.x.x; 13.x.x: 31 Dec 2025",,4-60240,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:DUKPT","TDES:DUKPT; AES:DUKPT; FPE:Yes",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone, Inc.","e280, e280s, e280 DB, e280s V2"," H455-07-30-0Nx-x0-B0  H455-07-30-0Nx-x1-B0 (Speaker)  H455-07-30-0Nx-x5-B0 (Barcode)  H455-07-31-0Nx-01-B0 (e280 Dual Band WiFi)  H455-07-31-0Nx-xD-B0 (Barcode and large size battery) H455-07-30-0Nx-xx-B0"," AppM: 12.x.x, AppM: 14.x.x, AppM: 15.x.x, AppM: 16.x.x, VAULT: 10.x.x, VFOP: 1.x.x, VFOP: 2.x.x, VFOP: 3.x.x, VFOP: 4.x.x, VFSRED: 12.x.x, VFSRED: 13.x.x, VFSRED: 14.x.x, VFSRED: 9.x.x, VFSRED:11.x.x, Vault: 11.x.x, Vault: 12.x.x, Vault: 13.x.x,App. Manager: 17.x.x,Vault: 8.x.x",,4-30336,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone, Inc.",e285," H445-07-30-0xx-xx-B0 (BT/WiFi)  H445-07-30-0xx-xx-B1 (BT/Single Band WiFi/512MB/MFi 3.0)  H445-07-30-0xx-xx-B2 (BT/Single Band WiFi/512MB/MFi 3.0)  H445-07-30-0xx-xx-B3 (BT/Single Band WiFi/512MB/MFi 3.0)  H445-07-34-0xx-00-B0  (2G/BT/WiFi)  H445-07-34-0xx-xx-B0 (2G/BT/WiFi)  H445-07-38-0xx-00-B0  (3G/BT/WiFi)  H445-07-38-0xx-xx-B0 (3G/BT/WiFi)  H445-07-38-0xx-xx-B1 (BT/Single Band WiFi/3G/512MB/MFi 3.0/Dual SIM)  H445-07-38-0xx-xx-B2 (BT/Single Band WiFi/3G/512MB/MFi 3.0/Dual SIM)  H445-07-38-0xx-xx-B3 (BT/Single Band WiFi/3G/512MB/MFi 3.0/Dual SIM)  H445-07-90-0xx-xx-B1 (BT/512MB/MFi 3.0/Dual Band WiFi)  H445-07-90-0xx-xx-B2 (BT/512MB/MFi 3.0/Dual Band WiFi)  H445-07-90-0xx-xx-B3 (BT/512MB/MFi 3.0/Dual Band WiFi)  H445-07-98-0xx-xx-B1 (BT/3G/512MB/MFi 3.0/Dual SIM/Dual Band WiFi)  H445-07-98-0xx-xx-B2 (BT/3G/512MB/MFi 3.0/Dual SIM/Dual Band WiFi)  H445-07-98-0xx-xx-B3 (BT/3G/512MB/MFi 3.0/Dual SIM/Dual Band WiFi) H445-07-30-0xx-00-B0  (BT/WiFi)"," AppM: 10.x.x, AppM: 11.x.x, AppM: 12.x.x, AppM: 14.x.x, AppM: 15.x.x, AppM: 16.x.x, AppM: 17.x.x, VAULT: 10.x.x, VAULT: 11.x.x, VAULT: 7.x.x, VAULT: 8.x.x, VFOP: 1.x.x, VFOP: 2.x.x, VFOP: 3.x.x, VFOP: 4.x.x, VFSRED: 11.x.x, VFSRED: 12.x.x, VFSRED: 13.x.x, VFSRED: 7.x.x, VFSRED: 9.x.x, VRSRED: 14.x.x, Vault: 12.x.x,VAULT: 6.x.x,Vault: 13.x.x",,4-30276,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone, Inc.",M400," H405-07-00-xx0-00-B0 (M400; No Wi-Fi; No Bluetooth)  H405-07-00-xx0-00-B1 (M400; No Wi-Fi; No Bluetooth)  H405-07-00-xx0-00-B3 (M400; No Wi-Fi; No Bluetooth)  H405-07-00-xxx-xx-B4 (No Wi-Fi; No Bluetooth)  H405-07-00-xxx-xx-B5 (No Wi-Fi; No Bluetooth)  H405-07-10-xx0-00-B2 (M400; Bluetooth)  H405-07-10-xx0-00-B3 (M400; Bluetooth)  H405-07-10-xxx-xx-B4 (Bluetooth)  H405-07-10-xxx-xx-B5 (Bluetooth)  H405-07-30-xx0-00-B0 (M400; Wi-Fi; Bluetooth)  H405-07-30-xx0-00-B1 (M400; Wi-Fi; Bluetooth)  H405-07-30-xx0-00-B2 (M400; Wi-Fi;  Bluetooth)  H405-07-30-xx0-00-B3 (M400; Wi-Fi; Bluetooth)  H405-07-30-xx0-08-B0 (M400; Wi-Fi; Bluetooth)  H405-07-30-xxx-xx-B4 (Wi-Fi; Bluetooth)  H405-07-30-xxx-xx-B5 (Wi-Fi; Bluetooth)  H405-07-x0-xx0-00-B0 (M400) H405-07-00-xx0-00-B2 (M400; No Wi-Fi; No Bluetooth)"," AppM: 11.x.x, AppM: 12.x.x, AppM: 14.x.x, AppM: 15.x.x, AppM: 16.x.x, VFOP: 1.x.x, VFOP: 2.x.x, VFOP: 3.x.x, VFOP: 4.x.x, VFSRED: 11.x.x, VFSRED: 12.x.x, VFSRED: 13.x.x, VFSRED: 14.x.x, VFSRED: 7.x.x.xxx, VFSRED: 9.x.x, Vault: 10.x.x, Vault: 12.x.x, Vault: 13.x.x, Vault: 7.x.x, Vault: 8.x.x,App. Manager: 17.x.x,Vault: 11.x.x",,4-10231,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone, Inc.",M424," H380-07-30-xxx-xx-B1 H380-07-30-xxx-xx-B0"," Android: 2.0.x;, Android: 2.1.x, App Manager: 16.x.x, App. Manager: 14.x.x, App. Manager: 15.x.x, Open Protocol: 2.x.x, Open Protocol: 3.x.x, Open Protocol: 4.x.x, SRED: 11.x.x.xxx, SRED: 12.x.x.xxx, SRED: 13.x.x.xxx, SRED: 14.x.x.xxx, Vault: 10.x.x;, Vault: 12.x.x, Vault: 13.x.x,App Manager: 17.x.x,Vault: 11.x.x",,4-10258,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone, Inc.","M425, M450"," H625-0007-0090-1xx-xxx-B0 (with privacy shield)  H625-0007-0090-xxx-xxx-B0  H650-0007-0090-0xx-xxx-B0 (without privacy shield)  H650-0007-0090-1xx-xxx-B0 (with privacy shield)  H650-0007-0090-xxx-xxx-B0 H625-0007-0090-0xx-xxx-B0 (without privacy shield) H625-0007-0090-xxx-xxx-B0"," APFW_01.02.xx.xx, Android: 3.01D.xx, SPBL_01.02.xx.xx, SPFW_01.04.xx.xx ,SPFW_01.05.xx.xx,VOS3: 02.xx.xx SPFW_01.05.xx.xx : 31 Dec 2026,VOS3: 02.xx.xx : 31 Dec 2025,SPBL_01.02.xx.xx: 31 Dec 2025,SPFW_01.04.xx.xx : 31 Dec 2025,APFW_01.02.xx.xx: 31 Dec 2025,Android: 3.01D.xx: 31 Dec 2025",PLKINJ_01.xx.xx,4-30522,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:Yes",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Verifone, Inc.",M440," H379-07-30-xxx-xx-B1 H379-07-30-xxx-xx-B0"," Android: 1.2.x; Vault: 9.x.x; SRED: 11.x.x.xxx; App. Manager: 13.x.x; Open Protocol: 2.x.x, Android: 2.0.x, Android: 2.1.x, App Manager: 16.x.x, App manager: 14.x.x, App manager: 15.x.x, Open Protocol: 3.x.x, Open Protocol: 4.x.x, SRED: 12.x.x.xxx, SRED: 13.x.x.xxx, SRED: 14.x.x.xxx, Vault: 10.x.x, Vault: 11.x.x, Vault: 12.x.x, Vault: 13.x.x,Android: 1.x.x; Vault: 8.x.x; SRED: 9.x.x.xxx; App. Manager: 12.x.x; Open Protocol: 1.x.x,App Manager: 17.x.x",,4-10254,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone, Inc.","MX 915, MX 925"," P177-509-01-R (MX 925) P177-409-01-R (MX 915)","30815000,30815100","7.1.x,7.2.x",4-10262,3.x,HSM,,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,,Unrestricted,,,,0
"Verifone, Inc.","P200/P200 Plus"," H430-07-02-xx0-x0-A1 (P200)  H430-07-02-xxx-x0-B1 (P200)  H430-07-32-xx0-x0-A1 (P200 Plus)  H430-07-32-xxx-x0-B0  H430-07-32-xxx-x0-B1 (P200 Plus) H430-07-02-xxx-x0-B0"," AppM: 11.x.x.x, AppM: 15.x.x, AppM: 17.x.x, AppM:12.x.x, AppM:14.x.x, OP (VFOP): 1.x.x, OP (VFOP): 2.x.x, OP: 4.x.x, SRED (VFSRED): 11.x.x, SRED (VFSRED): 12.x.x, SRED (VFSRED): 7.x.x.x, SRED (VFSRED): 9.x.x, SRED: 14.x.x, VAULT: 11.x.x, Vault: 10.x.x, Vault:13.x.x,Vault: 7.x.x.x,Vault: 8.x.x",,4-10238,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Verifone, Inc.","P400 DMSR"," H435-17-02-4xx-x0-B5 (P400 DMSR; Optional Privacy Shield) H435-17-02-0xx-x0-B5 (P400 DMSR)"," AppM: 15.x.x , VFOP: 2.x.x , VFSRED: 12.x.x,Vault: 11.x.x Vault: 11.x.x : 31 Dec 2026,AppM: 15.x.x : 31 Dec 2026,VFOP: 2.x.x : 31 Dec 2026,VFSRED: 12.x.x: 31 Dec 2026",,4-60248,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:DUKPT","TDES:DUKPT; AES:DUKPT; FPE:Yes",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Verifone, Inc.","P400, P400 Plus",M435-x03-xx-xxx-x,"SCD: 2.2.x,SST: 8.0.x",,4-30549,4.x,HSM,,"30 Apr 2032",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,,Unrestricted,No,No,,0
"Verifone, Inc.","P400/P400 Plus/P400 DMSR"," H435-07-02-xx0-x0-A0  H435-07-02-xx0-x0-A0 (P400)  H435-07-02-xx0-x0-A1 (P400)  H435-07-02-xxx-x0-A2 (P400)  H435-07-02-xxx-x0-B0 (P400)  H435-07-02-xxx-x0-B1 (P400)  H435-07-02-xxx-x0-B2 (P400)  H435-07-02-xxx-x0-B3 (P400)  H435-07-02-xxx-x0-B4 (P400)  H435-07-32-xx0-x0-A0  H435-07-32-xx0-x0-A0 (P400 Plus)  H435-07-32-xx0-x0-A1 (P400 Plus)  H435-07-32-xxx-x0-A2 (P400 Plus)  H435-07-32-xxx-x0-B0  H435-07-32-xxx-x0-B0 (P400 Plus)  H435-07-32-xxx-x0-B1 (P400 Plus)  H435-07-32-xxx-x0-B2 (P400 Plus)  H435-07-32-xxx-x0-B3 (P400 Plus)  H435-07-32-xxx-x0-B4 (P400 Plus)  H435-17-02-xxx-x0-B1 (P400 DMSR)  H435-17-02-xxx-x0-B2 (P400 DMSR)  H435-17-02-xxx-x0-B3 (P400 DMSR)  H435-17-02-xxx-x0-B4 (P400 DMSR) H435-07-02-xxx-x0-B0"," AppM: 11.x.x.x, AppM: 12.x.x, AppM: 14.x.x, AppM: 15.x.x, AppM: 16.x.x, AppM: 17.x.x, OP: 1.x.x, OP: 2.x.x, OP: 3.x.x, OP: 4.x.x, SRED: 11.x.x, SRED: 12.x.x, SRED: 13.x.x, SRED: 14.x.x, SRED: 7.x.x.x, VAULT: 8.x.x, VFSRED: 9.x.x, Vault: 10.x.x, Vault: 11.x.x, Vault: 12.x.x,Vault: 13.x.x,Vault: 7.x.x.x",,4-10239,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
